sale_id,customer_id,product_id,sale_date,quantity,unit_price,discount
89,352,59,2025-07-23,3,1764.45,0.0
90,32,95,2026-07-04,3,1416.84,0.1
91,98,21,2025-08-30,4,1415.77,0.1
92,47,3,2026-06-02,1,457.03,0.15
93,26,35,2026-04-21,2,660.42,0.0
94,65,16,2026-07-13,3,1506.04,0.05
95,36,73,2025-10-20,5,637.94,0.05
96,301,45,2025-09-23,5,1929.79,0.05
97,169,67,2025-09-05,2,901.87,0.05
98,142,51,2025-07-30,2,1070.16,0.0
99,277,45,2026-06-24,2,1929.79,0.05
100,57,31,2025-09-22,3,63.66,0.05
101,8,56,2026-02-12,1,1235.67,0.05
102,302,12,2025-08-14,3,1975.91,0.05
103,90,99,2025-12-04,3,1655.0,0.0
104,65,35,2025-10-16,3,660.42,0.0
105,382,8,2025-10-30,4,1786.39,0.0
106,230,100,2025-08-14,1,1587.33,0.15
107,232,46,2026-01-17,3,1858.49,0.0
108,485,35,2025-10-19,5,660.42,0.05
109,373,28,2025-08-29,5,553.14,0.0
110,235,33,2026-04-15,5,280.04,0.1
111,246,81,2025-10-23,1,1746.71,0.0
112,352,53,2026-07-12,4,1646.44,0.15
113,365,62,2025-07-30,1,432.12,0.15
114,461,9,2025-08-17,4,360.01,0.0
115,312,19,2025-11-03,1,678.34,0.1
116,65,44,2026-05-18,2,1927.83,0.0
117,196,44,2026-04-04,3,1927.83,0.1
118,233,80,2026-01-16,5,1279.36,0.1
119,51,10,2025-07-22,5,109.93,0.15
120,221,12,2026-06-04,1,1975.91,0.05
121,212,52,2026-06-07,4,1016.86,0.05
122,205,75,2025-09-19,3,1451.92,0.15
123,161,75,2025-12-27,4,1451.92,0.0
124,341,42,2025-08-14,4,1132.3,0.1
125,489,18,2025-11-28,3,164.19,0.1
126,35,22,2026-03-26,2,668.45,0.15
127,48,35,2025-09-20,1,660.42,0.0
128,382,44,2025-09-21,4,1927.83,0.0
129,285,61,2026-03-10,3,993.67,0.05
130,344,22,2025-09-04,1,668.45,0.1
131,182,38,2025-11-12,1,1999.82,0.15
132,496,71,2026-05-17,4,668.27,0.0
133,181,72,2026-04-01,3,620.18,0.1
134,80,78,2026-06-16,1,1418.96,0.05
135,434,95,2025-12-31,4,1416.84,0.05
136,433,42,2025-08-17,1,1132.3,0.1
137,59,51,2026-05-29,5,1070.16,0.1
138,414,67,2026-05-31,3,901.87,0.05
139,312,75,2026-01-16,4,1451.92,0.0
140,93,45,2025-08-08,3,1929.79,0.0
141,472,44,2025-09-19,3,1927.83,0.1
142,4,94,2025-12-18,3,945.13,0.1
143,290,5,2026-01-07,2,916.28,0.05
144,73,64,2026-07-04,4,30.2,0.0
145,383,40,2025-11-15,1,1899.73,0.0
146,193,82,2026-01-28,5,962.64,0.05
147,175,91,2025-09-24,4,1254.77,0.15
148,160,51,2026-05-10,2,1070.16,0.1
149,453,63,2025-10-06,3,1761.84,0.0
150,81,12,2026-04-24,1,1975.91,0.05
151,346,38,2026-07-06,5,1999.82,0.0
152,227,79,2026-03-03,1,1948.85,0.1
153,311,14,2025-10-15,4,1662.83,0.15
154,140,99,2025-12-01,4,1655.0,0.15
155,177,24,2026-05-12,2,1892.66,0.0
156,146,69,2026-01-25,4,1331.28,0.0
157,270,62,2026-06-08,5,432.12,0.15
158,113,9,2026-05-07,3,360.01,0.0
159,4,2,2026-06-10,4,677.02,0.0
160,485,6,2026-04-07,2,1439.51,0.1
161,392,98,2026-03-06,2,1093.68,0.05
162,168,56,2026-05-03,3,1235.67,0.1
163,255,61,2025-12-04,1,993.67,0.0
164,67,49,2026-07-04,4,1397.41,0.05
165,257,20,2026-03-10,4,310.15,0.05
166,37,68,2026-03-19,5,450.98,0.1
167,224,22,2026-02-20,4,668.45,0.0
168,472,42,2026-05-29,1,1132.3,0.15
169,295,16,2026-05-28,1,1506.04,0.1
170,364,24,2025-12-12,4,1892.66,0.15
171,59,95,2026-02-18,4,1416.84,0.1
172,495,29,2025-08-20,4,678.9,0.0
173,411,91,2025-08-19,3,1254.77,0.05
174,426,13,2026-01-16,5,1229.18,0.15
175,224,73,2025-09-22,3,637.94,0.0
176,224,46,2026-05-08,1,1858.49,0.05
177,269,51,2026-06-05,5,1070.16,0.15
178,446,58,2025-08-07,1,651.39,0.15
179,114,23,2025-10-23,3,421.6,0.1
180,40,73,2025-10-11,3,637.94,0.05
181,272,80,2025-12-30,5,1279.36,0.0
182,464,2,2025-09-22,5,677.02,0.05
183,373,13,2026-01-30,3,1229.18,0.1
184,53,94,2026-03-18,2,945.13,0.05
185,102,90,2026-03-12,2,129.86,0.1
186,390,58,2025-10-22,2,651.39,0.05
187,488,83,2025-09-21,1,512.43,0.05
188,387,27,2026-04-30,4,1601.74,0.15
189,349,49,2025-11-30,5,1397.41,0.15
190,443,24,2025-08-08,5,1892.66,0.1
191,226,91,2026-02-20,3,1254.77,0.05
192,227,90,2025-12-19,1,129.86,0.15
193,303,66,2026-03-24,3,1384.31,0.1
194,260,10,2026-03-24,1,109.93,0.1
195,237,76,2025-10-04,1,573.17,0.1
196,30,77,2026-01-14,4,462.69,0.0
197,40,72,2025-12-10,3,620.18,0.1
198,237,48,2025-09-04,1,1188.27,0.15
199,231,16,2026-04-10,5,1506.04,0.0
200,165,58,2026-01-17,5,651.39,0.05
201,257,67,2025-12-02,5,901.87,0.15
202,231,69,2026-05-22,2,1331.28,0.0
203,366,5,2026-04-17,1,916.28,0.1
204,21,21,2025-07-18,1,1415.77,0.05
205,225,53,2025-12-17,2,1646.44,0.15
206,187,15,2026-06-26,5,1489.87,0.05
207,199,10,2026-05-09,3,109.93,0.1
208,348,68,2025-07-25,4,450.98,0.1
209,405,58,2025-10-12,5,651.39,0.0
210,169,49,2025-09-12,3,1397.41,0.0
211,146,24,2026-07-11,1,1892.66,0.15
212,171,73,2026-04-04,3,637.94,0.05
213,470,79,2026-05-20,1,1948.85,0.05
214,496,54,2025-10-24,3,1274.81,0.1
215,305,22,2025-11-25,4,668.45,0.05
216,287,92,2026-01-24,1,322.54,0.1
217,417,100,2026-03-31,4,1587.33,0.1
218,331,89,2025-10-15,2,1980.16,0.0
219,10,65,2026-01-26,4,1442.95,0.1
220,93,7,2025-08-16,3,495.53,0.1
221,486,42,2025-11-30,2,1132.3,0.1
222,116,79,2026-07-13,4,1948.85,0.05
223,40,26,2026-05-05,2,1708.36,0.05
224,260,43,2026-06-30,3,1536.13,0.0
225,339,15,2025-08-13,5,1489.87,0.0
226,306,95,2026-06-22,3,1416.84,0.05
227,84,29,2026-07-02,4,678.9,0.05
228,370,43,2026-06-16,2,1536.13,0.05
229,211,16,2026-04-01,4,1506.04,0.0
230,497,27,2025-09-24,3,1601.74,0.05
231,386,94,2025-09-01,4,945.13,0.1
232,274,72,2025-10-07,4,620.18,0.05
233,495,35,2025-07-16,2,660.42,0.1
234,189,71,2025-08-01,4,668.27,0.05
235,237,87,2025-12-30,5,1216.57,0.15
236,258,49,2026-03-05,3,1397.41,0.15
237,495,53,2025-12-06,5,1646.44,0.15
238,411,20,2025-08-15,2,310.15,0.05
239,447,20,2025-07-28,5,310.15,0.05
240,329,39,2025-10-23,3,1564.65,0.0
241,284,67,2026-04-12,4,901.87,0.1
242,146,23,2026-02-05,1,421.6,0.0
243,140,9,2026-06-14,1,360.01,0.05
244,426,41,2026-04-04,4,313.24,0.05
245,485,46,2025-11-10,4,1858.49,0.0
246,453,36,2025-11-09,2,1506.5,0.15
247,213,29,2025-12-07,3,678.9,0.0
248,258,21,2026-04-01,1,1415.77,0.15
249,198,54,2026-03-20,3,1274.81,0.05
250,115,93,2026-02-17,1,321.5,0.1
251,477,46,2025-12-16,1,1858.49,0.1
252,406,2,2025-09-08,1,677.02,0.1
253,20,38,2026-03-19,2,1999.82,0.05
254,357,58,2026-03-25,3,651.39,0.15
255,230,42,2025-08-16,2,1132.3,0.15
256,464,33,2026-02-20,5,280.04,0.0
257,132,11,2026-01-21,1,275.34,0.0
258,281,86,2025-07-19,2,1987.9,0.05
259,57,16,2025-08-15,5,1506.04,0.15
260,155,60,2026-03-31,3,1224.56,0.05
261,123,23,2025-10-28,1,421.6,0.0
262,33,14,2026-02-23,4,1662.83,0.15
263,306,26,2026-06-05,1,1708.36,0.15
264,324,27,2026-06-18,5,1601.74,0.0
265,368,82,2025-07-23,5,962.64,0.05
266,220,7,2026-01-11,2,495.53,0.1
267,124,82,2026-07-12,1,962.64,0.1
268,96,44,2026-01-20,5,1927.83,0.15
269,35,47,2026-06-05,1,799.34,0.1
270,200,8,2026-01-11,5,1786.39,0.0
271,326,30,2025-10-04,4,1682.61,0.0
272,130,1,2026-03-16,4,1321.11,0.1
273,404,17,2026-05-24,1,974.35,0.1
274,124,29,2026-03-27,1,678.9,0.1
275,69,47,2026-01-08,1,799.34,0.1
276,280,90,2026-01-17,1,129.86,0.1
277,426,83,2026-02-22,3,512.43,0.05
278,324,33,2025-08-29,4,280.04,0.15
279,33,95,2026-06-05,2,1416.84,0.05
280,151,98,2025-08-02,4,1093.68,0.0
281,406,14,2026-02-23,2,1662.83,0.0
282,162,75,2026-01-27,2,1451.92,0.0
283,418,98,2026-06-20,3,1093.68,0.15
284,130,89,2026-04-01,5,1980.16,0.15
285,147,61,2025-08-13,1,993.67,0.05
286,444,68,2026-07-14,3,450.98,0.0
287,64,14,2026-01-26,3,1662.83,0.1
288,456,10,2026-03-22,3,109.93,0.15
289,459,25,2026-06-04,4,959.19,0.15
290,499,66,2025-07-30,4,1384.31,0.1
291,355,92,2026-05-07,2,322.54,0.15
292,474,64,2026-04-07,4,30.2,0.1
293,411,3,2025-09-22,5,457.03,0.1
294,41,40,2026-05-12,1,1899.73,0.15
295,280,9,2026-01-24,4,360.01,0.05
296,53,3,2025-07-22,3,457.03,0.1
297,339,25,2026-02-16,1,959.19,0.1
298,229,66,2025-10-10,3,1384.31,0.1
299,86,55,2026-04-07,5,876.62,0.15
300,229,52,2025-09-06,4,1016.86,0.1
301,315,93,2025-12-13,1,321.5,0.1
302,328,44,2025-10-11,4,1927.83,0.1
303,344,18,2025-12-31,1,164.19,0.0
304,263,80,2026-03-13,4,1279.36,0.1
305,74,72,2026-02-05,2,620.18,0.0
306,18,20,2025-09-09,5,310.15,0.15
307,121,95,2025-08-16,2,1416.84,0.0
308,197,57,2026-02-13,3,876.79,0.1
309,310,18,2025-08-18,5,164.19,0.0
310,486,25,2026-05-06,2,959.19,0.15
311,228,99,2026-06-12,3,1655.0,0.1
312,272,90,2026-03-23,1,129.86,0.05
313,161,75,2026-06-26,3,1451.92,0.15
314,492,43,2026-04-04,3,1536.13,0.05
315,377,97,2025-12-02,1,1325.75,0.0
316,266,7,2025-12-22,2,495.53,0.15
317,135,4,2025-12-05,4,101.97,0.0
318,110,74,2026-04-13,3,391.17,0.15
319,356,79,2026-06-14,5,1948.85,0.1
320,63,22,2026-01-30,4,668.45,0.05
321,232,55,2025-11-11,2,876.62,0.0
322,45,51,2026-04-24,2,1070.16,0.15
323,364,53,2026-03-21,3,1646.44,0.1
324,457,4,2026-03-17,1,101.97,0.1
325,365,3,2026-05-01,3,457.03,0.05
326,261,59,2025-11-17,2,1764.45,0.1
327,103,13,2025-07-18,2,1229.18,0.0
328,405,93,2026-03-01,2,321.5,0.05
329,185,35,2026-05-03,4,660.42,0.0
330,240,20,2026-03-16,5,310.15,0.1
331,314,46,2026-04-24,5,1858.49,0.05
332,159,93,2025-11-13,1,321.5,0.0
333,270,54,2025-12-03,4,1274.81,0.15
334,422,18,2025-09-12,4,164.19,0.15
335,65,24,2026-01-23,5,1892.66,0.0
336,231,50,2025-11-01,3,1613.0,0.0
337,66,83,2025-11-28,4,512.43,0.1
338,394,89,2026-07-04,5,1980.16,0.05
339,258,81,2026-06-01,2,1746.71,0.15
340,266,32,2026-04-06,1,1329.37,0.0
341,85,18,2025-07-17,2,164.19,0.1
342,479,30,2025-09-03,2,1682.61,0.1
343,486,1,2026-05-06,2,1321.11,0.1
344,434,20,2026-07-15,5,310.15,0.1
345,101,79,2025-07-21,1,1948.85,0.1
346,65,46,2026-04-20,5,1858.49,0.1
347,258,59,2025-07-24,3,1764.45,0.0
348,88,93,2025-11-20,2,321.5,0.05
349,432,87,2026-02-02,5,1216.57,0.1
350,423,9,2025-08-18,5,360.01,0.0
351,24,28,2026-05-24,1,553.14,0.0
352,334,86,2025-10-17,5,1987.9,0.1
353,317,2,2026-03-05,2,677.02,0.15
354,456,41,2026-03-25,1,313.24,0.15
355,329,94,2025-11-17,5,945.13,0.1
356,126,63,2025-09-06,3,1761.84,0.15
357,233,33,2025-12-06,4,280.04,0.1
358,81,97,2025-08-12,1,1325.75,0.0
359,248,87,2026-04-06,4,1216.57,0.15
360,175,85,2025-07-15,4,311.94,0.05
361,161,57,2026-06-03,5,876.79,0.05
362,500,17,2025-11-07,3,974.35,0.1
363,390,4,2026-04-16,4,101.97,0.05
364,164,74,2026-01-03,3,391.17,0.0
365,63,73,2026-03-27,2,637.94,0.15
366,127,78,2025-12-18,3,1418.96,0.15
367,26,9,2026-06-11,2,360.01,0.0
368,443,70,2025-11-01,3,1066.53,0.15
369,128,54,2026-03-10,5,1274.81,0.15
370,479,24,2025-12-15,2,1892.66,0.1
371,98,59,2025-08-16,5,1764.45,0.1
372,264,8,2025-10-31,2,1786.39,0.15
373,451,73,2026-02-15,4,637.94,0.15
374,12,80,2025-08-11,3,1279.36,0.15
375,259,68,2026-05-29,1,450.98,0.15
376,111,77,2026-07-07,4,462.69,0.05
377,25,61,2026-03-06,5,993.67,0.1
378,254,33,2026-06-26,1,280.04,0.1
379,147,90,2025-10-27,5,129.86,0.15
380,434,34,2025-10-13,5,527.71,0.0
381,69,81,2025-08-26,1,1746.71,0.15
382,392,37,2025-09-17,3,945.91,0.1
383,24,67,2025-11-23,4,901.87,0.1
384,292,21,2025-07-27,4,1415.77,0.0
385,186,94,2026-02-05,5,945.13,0.05
386,38,78,2026-06-08,5,1418.96,0.1
387,392,37,2026-05-07,4,945.91,0.15
388,423,55,2025-11-11,5,876.62,0.1
389,66,49,2026-02-21,5,1397.41,0.0
390,192,51,2026-01-19,1,1070.16,0.15
391,387,41,2026-05-26,3,313.24,0.1
392,309,11,2026-05-13,2,275.34,0.05
393,257,4,2025-08-18,5,101.97,0.15
394,20,49,2025-10-12,1,1397.41,0.0
395,412,83,2025-09-22,2,512.43,0.1
396,77,50,2026-02-23,4,1613.0,0.15
397,168,64,2026-05-07,5,30.2,0.05
398,84,100,2026-05-31,5,1587.33,0.1
399,304,32,2025-12-19,4,1329.37,0.1
400,363,3,2026-05-02,3,457.03,0.15
401,244,94,2026-02-05,5,945.13,0.1
402,170,94,2025-11-25,1,945.13,0.1
403,299,49,2025-11-06,1,1397.41,0.15
404,306,73,2026-05-07,3,637.94,0.0
405,496,81,2026-04-24,4,1746.71,0.1
406,370,98,2025-08-06,5,1093.68,0.05
407,88,10,2025-12-19,1,109.93,0.15
408,76,22,2026-03-22,5,668.45,0.15
409,294,84,2026-03-17,2,807.41,0.0
410,10,61,2026-07-11,1,993.67,0.05
411,215,8,2026-07-14,4,1786.39,0.1
412,354,6,2025-12-20,2,1439.51,0.15
413,257,48,2025-09-28,2,1188.27,0.15
414,447,56,2025-08-31,5,1235.67,0.15
415,266,37,2025-12-04,1,945.91,0.05
416,340,59,2026-04-25,2,1764.45,0.1
417,161,51,2025-12-24,4,1070.16,0.15
418,468,52,2025-08-22,2,1016.86,0.15
419,280,94,2026-04-06,5,945.13,0.1
420,313,72,2025-11-12,3,620.18,0.1
421,491,43,2026-07-08,4,1536.13,0.05
422,286,3,2025-07-28,2,457.03,0.1
423,483,87,2026-05-12,3,1216.57,0.05
424,361,51,2026-05-19,3,1070.16,0.1
425,163,75,2025-10-12,2,1451.92,0.15
426,287,71,2026-04-08,4,668.27,0.1
427,63,99,2025-08-29,3,1655.0,0.1
428,459,30,2025-12-02,5,1682.61,0.15
429,489,77,2026-01-15,4,462.69,0.1
430,22,8,2026-02-19,2,1786.39,0.1
431,178,98,2026-05-15,3,1093.68,0.0
432,383,63,2026-02-11,4,1761.84,0.1
433,104,19,2025-11-29,4,678.34,0.05
434,478,95,2026-03-25,5,1416.84,0.1
435,71,14,2026-04-27,5,1662.83,0.1
436,125,5,2026-02-27,1,916.28,0.05
437,327,16,2025-10-11,1,1506.04,0.05
438,52,17,2025-10-18,2,974.35,0.0
439,368,49,2026-02-09,4,1397.41,0.1
440,349,46,2025-10-14,4,1858.49,0.0
441,494,34,2026-03-23,2,527.71,0.0
442,209,50,2025-10-16,5,1613.0,0.05
443,334,5,2025-12-16,4,916.28,0.15
444,165,83,2026-06-26,2,512.43,0.1
445,465,29,2026-03-16,3,678.9,0.0
446,274,51,2025-08-10,1,1070.16,0.05
447,214,86,2026-03-09,1,1987.9,0.05
448,429,99,2026-06-09,2,1655.0,0.0
449,96,26,2026-03-28,4,1708.36,0.15
450,5,95,2025-11-26,3,1416.84,0.0
451,476,5,2025-08-14,3,916.28,0.0
452,233,5,2026-04-20,3,916.28,0.1
453,456,18,2026-01-23,5,164.19,0.15
454,140,64,2026-01-06,2,30.2,0.15
455,170,90,2026-02-28,2,129.86,0.0
456,332,97,2026-05-16,2,1325.75,0.15
457,8,46,2026-05-06,3,1858.49,0.05
458,291,82,2026-05-30,3,962.64,0.1
459,313,54,2025-10-28,2,1274.81,0.05
460,264,83,2026-06-07,4,512.43,0.15
461,206,95,2025-09-08,3,1416.84,0.0
462,72,78,2026-05-18,1,1418.96,0.05
463,480,49,2026-05-26,4,1397.41,0.1
464,134,24,2025-09-27,2,1892.66,0.0
465,229,34,2025-10-13,4,527.71,0.05
466,155,39,2025-11-09,3,1564.65,0.1
467,134,68,2026-05-29,5,450.98,0.0
468,32,45,2026-02-11,3,1929.79,0.05
469,158,20,2025-09-19,1,310.15,0.15
470,352,62,2026-01-02,2,432.12,0.15
471,354,58,2025-10-07,5,651.39,0.1
472,189,34,2025-08-29,1,527.71,0.1
473,113,86,2025-08-24,5,1987.9,0.05
474,79,73,2025-10-18,2,637.94,0.15
475,213,20,2026-03-11,4,310.15,0.1
476,388,53,2026-01-27,5,1646.44,0.15
477,391,32,2026-02-02,5,1329.37,0.05
478,270,47,2026-05-30,2,799.34,0.0
479,40,32,2026-04-19,4,1329.37,0.1
480,32,36,2025-07-28,5,1506.5,0.0
481,294,26,2025-07-23,5,1708.36,0.05
482,85,24,2026-05-14,5,1892.66,0.05
483,60,37,2025-10-16,3,945.91,0.15
484,47,22,2026-03-06,2,668.45,0.15
485,415,100,2026-02-03,5,1587.33,0.15
486,68,73,2026-01-14,1,637.94,0.15
487,234,57,2025-12-10,5,876.79,0.15
488,287,25,2026-05-17,5,959.19,0.0
489,371,47,2025-10-21,4,799.34,0.1
490,131,68,2026-07-14,1,450.98,0.15
491,297,57,2025-12-05,1,876.79,0.05
492,217,83,2026-02-20,1,512.43,0.0
493,278,46,2026-07-07,3,1858.49,0.0
494,479,68,2025-09-18,1,450.98,0.0
495,147,33,2026-01-30,4,280.04,0.0
496,394,81,2025-12-21,4,1746.71,0.05
497,192,93,2026-05-21,2,321.5,0.15
498,446,27,2025-10-06,4,1601.74,0.15
499,42,11,2025-10-07,4,275.34,0.15
500,335,53,2025-09-15,5,1646.44,0.05
501,92,61,2026-01-11,3,993.67,0.0
502,271,4,2026-01-30,5,101.97,0.15
503,428,8,2025-08-03,2,1786.39,0.05
504,153,15,2026-05-05,1,1489.87,0.0
505,273,57,2025-10-16,4,876.79,0.15
506,127,54,2025-07-27,4,1274.81,0.05
507,80,37,2026-05-06,4,945.91,0.1
508,480,76,2026-04-16,3,573.17,0.05
509,415,35,2026-07-03,1,660.42,0.0
510,124,95,2026-06-02,4,1416.84,0.0
511,52,67,2026-07-11,2,901.87,0.0
512,229,59,2025-11-14,5,1764.45,0.0
513,126,27,2026-02-12,5,1601.74,0.0
514,225,75,2026-07-12,1,1451.92,0.15
515,387,18,2026-05-14,2,164.19,0.05
516,258,100,2026-07-15,1,1587.33,0.05
517,418,88,2025-08-30,3,766.95,0.05
518,296,41,2025-08-18,5,313.24,0.1
519,122,93,2025-10-09,5,321.5,0.1
520,339,11,2026-06-30,3,275.34,0.05
521,212,2,2025-07-18,5,677.02,0.05
522,32,40,2025-10-16,3,1899.73,0.1
523,321,44,2025-12-26,5,1927.83,0.05
524,25,39,2025-11-02,4,1564.65,0.15
525,403,6,2026-03-19,3,1439.51,0.15
526,357,100,2026-01-16,5,1587.33,0.1
527,77,79,2025-12-31,4,1948.85,0.15
528,95,27,2026-02-27,3,1601.74,0.15
529,124,71,2026-06-24,5,668.27,0.15
530,440,28,2025-11-06,2,553.14,0.1
531,469,34,2026-02-21,2,527.71,0.15
532,496,64,2025-09-13,1,30.2,0.15
533,199,22,2025-09-14,4,668.45,0.05
534,105,20,2025-07-15,2,310.15,0.1
535,473,78,2025-08-30,3,1418.96,0.0
536,48,12,2025-12-13,4,1975.91,0.1
537,27,50,2025-10-11,5,1613.0,0.05
538,345,91,2025-09-18,3,1254.77,0.15
539,448,13,2025-08-14,5,1229.18,0.0
540,412,99,2025-09-21,1,1655.0,0.05
541,246,4,2026-02-13,5,101.97,0.05
542,156,1,2025-08-05,2,1321.11,0.1
543,480,27,2026-01-20,1,1601.74,0.05
544,383,61,2026-05-05,2,993.67,0.0
545,357,66,2026-07-10,4,1384.31,0.05
546,204,72,2025-07-28,5,620.18,0.05
547,398,46,2025-10-19,2,1858.49,0.1
548,239,38,2025-08-10,3,1999.82,0.15
549,158,61,2026-06-02,5,993.67,0.1
550,263,41,2026-05-02,3,313.24,0.1
551,51,1,2025-11-21,4,1321.11,0.15
552,469,95,2025-07-18,4,1416.84,0.1
553,161,63,2026-03-23,2,1761.84,0.1
554,289,24,2026-07-12,4,1892.66,0.0
555,9,90,2026-06-21,2,129.86,0.05
556,152,81,2025-12-11,3,1746.71,0.15
557,169,18,2026-02-16,2,164.19,0.05
558,292,39,2025-09-23,2,1564.65,0.15
559,282,74,2025-08-04,2,391.17,0.15
560,391,82,2026-05-23,3,962.64,0.1
561,236,63,2025-10-11,4,1761.84,0.15
562,87,93,2026-04-02,2,321.5,0.1
563,95,89,2026-03-15,2,1980.16,0.15
564,269,86,2026-06-24,5,1987.9,0.0
565,484,57,2026-02-20,1,876.79,0.0
566,212,83,2026-06-20,1,512.43,0.0
567,35,69,2025-10-10,2,1331.28,0.05
568,112,7,2026-02-24,2,495.53,0.0
569,192,61,2025-09-21,5,993.67,0.15
570,338,87,2026-03-02,1,1216.57,0.15
571,4,74,2026-04-11,4,391.17,0.0
572,7,14,2025-09-05,5,1662.83,0.15
573,275,4,2026-02-03,1,101.97,0.1
574,258,45,2026-01-09,3,1929.79,0.0
575,55,15,2025-08-14,4,1489.87,0.05
576,124,70,2025-08-05,1,1066.53,0.05
577,418,79,2025-10-02,2,1948.85,0.1
578,408,49,2026-03-27,3,1397.41,0.1
579,192,33,2025-11-05,4,280.04,0.0
580,290,55,2025-09-15,4,876.62,0.15
581,154,48,2025-11-26,2,1188.27,0.05
582,48,63,2025-12-14,1,1761.84,0.0
583,194,8,2025-10-14,4,1786.39,0.15
584,29,3,2025-07-21,5,457.03,0.15
585,43,44,2025-10-10,1,1927.83,0.05
586,331,16,2025-09-23,4,1506.04,0.15
587,459,96,2026-06-16,3,1377.9,0.0
588,118,99,2025-07-29,5,1655.0,0.0
589,139,14,2026-02-23,2,1662.83,0.15
590,351,37,2025-10-29,1,945.91,0.0
591,92,46,2026-06-29,3,1858.49,0.0
592,493,48,2026-02-27,3,1188.27,0.0
